Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date
3269,HR,Control Weakness,Low,2022-12-29
3270,Finance,Non-compliance,Medium,2022-05-02
3271,Marketing,Control Weakness,High,2022-12-23
3272,Operations,Control Weakness,Medium,2022-07-02
3273,IT,Non-compliance,Medium,2022-12-14
3274,Marketing,Non-compliance,Low,2022-12-05
3275,IT,Fraudulent Activity,Low,2022-01-24
3276,IT,Fraudulent Activity,Medium,2022-08-28
3277,Marketing,Non-compliance,Medium,2022-09-14
3278,Finance,Control Weakness,Low,2022-01-11
3279,Marketing,Control Weakness,Low,2022-06-30
3280,Finance,Fraudulent Activity,Medium,2022-02-28
3281,Operations,Control Weakness,High,2022-12-27
3282,HR,Fraudulent Activity,High,2022-11-24
3283,Finance,Non-compliance,Medium,2022-01-27
3284,Marketing,Non-compliance,Low,2022-04-12
3285,Marketing,Fraudulent Activity,Medium,2022-07-03
3286,Finance,Control Weakness,Low,2022-02-17
3287,HR,Non-compliance,Medium,2022-04-26
3288,IT,Non-compliance,Medium,2022-02-28
3289,HR,Non-compliance,Medium,2022-08-23
3290,HR,Control Weakness,Low,2022-02-28
3291,HR,Non-compliance,High,2022-06-15
3292,Marketing,Fraudulent Activity,Medium,2022-12-01
3293,Finance,Fraudulent Activity,Medium,2022-08-11
3294,IT,Fraudulent Activity,Low,2022-01-28
3295,Finance,Non-compliance,Low,2022-11-01
3296,Marketing,Non-compliance,Low,2022-01-10
3297,Operations,Fraudulent Activity,Low,2022-07-11
3298,HR,Fraudulent Activity,Medium,2022-03-17
3299,IT,Non-compliance,Medium,2022-08-24
3300,Finance,Non-compliance,High,2022-05-08
3301,Finance,Non-compliance,Medium,2022-01-09
3302,HR,Fraudulent Activity,High,2022-10-09
3303,Operations,Fraudulent Activity,Medium,2022-02-12
3304,HR,Control Weakness,Low,2022-10-04
3305,Operations,Fraudulent Activity,Low,2022-03-30
3306,Finance,Control Weakness,Medium,2022-07-27
3307,Finance,Control Weakness,Low,2022-10-15
3308,Operations,Non-compliance,High,2022-12-24
3309,Finance,Fraudulent Activity,Medium,2022-01-23
3310,IT,Control Weakness,High,2022-07-20
3311,HR,Fraudulent Activity,Medium,2022-11-08
3312,IT,Non-compliance,High,2022-09-06
3313,Operations,Fraudulent Activity,Low,2022-03-14
3314,HR,Non-compliance,Medium,2022-05-02
3315,Operations,Fraudulent Activity,Medium,2022-07-26
3316,IT,Fraudulent Activity,Low,2022-08-15
3317,IT,Fraudulent Activity,Medium,2022-06-08
3318,IT,Non-compliance,Medium,2022-03-22
3319,HR,Non-compliance,Low,2022-04-26
3320,IT,Non-compliance,High,2022-03-24
3321,Operations,Control Weakness,Low,2022-04-21
3322,HR,Non-compliance,High,2022-10-17
3323,IT,Fraudulent Activity,Medium,2022-11-29
3324,HR,Control Weakness,Low,2022-03-22
3325,HR,Control Weakness,Low,2022-12-22
3326,Finance,Control Weakness,High,2022-09-29
3327,HR,Non-compliance,Low,2022-04-09
3328,Marketing,Non-compliance,High,2022-07-09
3329,Finance,Fraudulent Activity,Medium,2022-04-12
3330,IT,Fraudulent Activity,Medium,2022-10-31
3331,Operations,Non-compliance,High,2022-04-21
3332,IT,Non-compliance,Medium,2022-12-16
3333,Finance,Non-compliance,High,2022-09-22
3334,Operations,Control Weakness,Medium,2022-03-26
3335,HR,Non-compliance,High,2022-03-17
3336,IT,Fraudulent Activity,High,2022-02-11
3337,Finance,Fraudulent Activity,Medium,2022-10-31
3338,Finance,Fraudulent Activity,Medium,2022-05-01
3339,Finance,Control Weakness,Low,2022-12-27
3340,HR,Non-compliance,High,2022-08-14
3341,Finance,Control Weakness,Medium,2022-03-22
3342,Marketing,Non-compliance,High,2022-08-03
3343,HR,Fraudulent Activity,Medium,2022-04-20
3344,Finance,Fraudulent Activity,Medium,2022-08-24
3345,HR,Non-compliance,Medium,2022-09-30
3346,Finance,Control Weakness,Medium,2022-11-25
3347,HR,Control Weakness,High,2022-03-01
3348,Operations,Non-compliance,Low,2022-02-14
3349,HR,Control Weakness,High,2022-03-11
3350,Finance,Fraudulent Activity,High,2022-06-18
3351,Operations,Fraudulent Activity,Low,2022-11-04
3352,Finance,Fraudulent Activity,High,2022-11-26
3353,HR,Control Weakness,Medium,2022-10-30
3354,Marketing,Fraudulent Activity,High,2022-01-13
3355,IT,Control Weakness,Medium,2022-10-23
3356,IT,Fraudulent Activity,Medium,2022-04-17
3357,IT,Control Weakness,Low,2022-01-30
3358,IT,Control Weakness,High,2022-09-02
3359,HR,Fraudulent Activity,Low,2022-12-18
3360,IT,Control Weakness,High,2022-05-26
3361,HR,Non-compliance,High,2022-02-15
3362,Marketing,Non-compliance,Low,2022-01-07
3363,Marketing,Control Weakness,Low,2022-09-21
3364,IT,Control Weakness,Low,2022-01-01
3365,Operations,Fraudulent Activity,Medium,2022-11-25
3366,IT,Fraudulent Activity,Low,2022-02-18
3367,HR,Non-compliance,High,2022-08-12
3368,HR,Fraudulent Activity,Medium,2022-10-25
3369,Marketing,Control Weakness,Low,2022-03-31
3370,Finance,Control Weakness,Medium,2022-10-09
3371,IT,Fraudulent Activity,Medium,2022-10-12
3372,Marketing,Fraudulent Activity,Low,2022-09-21
3373,HR,Fraudulent Activity,Low,2022-10-06
3374,Marketing,Control Weakness,High,2022-11-17
3375,IT,Fraudulent Activity,High,2022-11-05
3376,Finance,Non-compliance,Low,2022-03-29
3377,Finance,Non-compliance,Low,2022-05-12
3378,Marketing,Non-compliance,Low,2022-12-13
3379,HR,Fraudulent Activity,Low,2022-01-04
3380,Finance,Fraudulent Activity,Low,2022-02-02
3381,HR,Fraudulent Activity,High,2022-09-29
3382,Finance,Non-compliance,Medium,2022-01-12
3383,Marketing,Fraudulent Activity,Medium,2022-10-14
3384,HR,Control Weakness,Low,2022-01-24
3385,IT,Non-compliance,Medium,2022-01-16
3386,Operations,Control Weakness,Medium,2022-10-17
3387,IT,Fraudulent Activity,Medium,2022-07-01
3388,Marketing,Control Weakness,High,2022-02-23
3389,Operations,Non-compliance,Medium,2022-07-16
3390,IT,Control Weakness,High,2022-12-14
3391,Operations,Non-compliance,Low,2022-07-05
3392,Operations,Fraudulent Activity,Medium,2022-04-04
3393,IT,Non-compliance,High,2022-07-10
3394,IT,Non-compliance,Low,2022-06-01
3395,HR,Fraudulent Activity,Medium,2022-12-13
3396,IT,Non-compliance,Low,2022-04-28
3397,Marketing,Control Weakness,High,2022-08-15
3398,HR,Control Weakness,Medium,2022-02-24
3399,Finance,Non-compliance,High,2022-08-16
3400,Marketing,Fraudulent Activity,High,2022-07-30
3401,IT,Control Weakness,Medium,2022-09-19
3402,HR,Non-compliance,High,2022-04-27
3403,Finance,Fraudulent Activity,Low,2022-12-14
3404,HR,Non-compliance,Low,2022-05-11
3405,IT,Non-compliance,High,2022-10-06
3406,Operations,Non-compliance,Low,2022-11-16
3407,IT,Fraudulent Activity,Medium,2022-04-23
3408,IT,Fraudulent Activity,Low,2022-06-18
3409,Marketing,Non-compliance,Low,2022-06-23
3410,Marketing,Control Weakness,High,2022-06-02
3411,Operations,Non-compliance,High,2022-07-30
3412,Finance,Control Weakness,High,2022-02-01
3413,IT,Fraudulent Activity,High,2022-07-24
3414,Finance,Fraudulent Activity,Low,2022-04-03
3415,HR,Non-compliance,Medium,2022-09-08
3416,HR,Fraudulent Activity,Medium,2022-06-14
3417,IT,Non-compliance,High,2022-03-08
3418,IT,Non-compliance,Medium,2022-02-10
3419,Finance,Non-compliance,Medium,2022-02-13
3420,Operations,Control Weakness,Low,2022-06-07
3421,Finance,Fraudulent Activity,High,2022-12-23
3422,IT,Fraudulent Activity,Low,2022-06-01
3423,Marketing,Fraudulent Activity,High,2022-07-17
3424,Marketing,Fraudulent Activity,Medium,2022-12-04
3425,Marketing,Control Weakness,High,2022-11-17
3426,Marketing,Fraudulent Activity,Low,2022-04-12
3427,HR,Non-compliance,Medium,2022-12-19
3428,IT,Fraudulent Activity,High,2022-01-25
3429,Operations,Fraudulent Activity,High,2022-11-27
3430,Operations,Control Weakness,High,2022-01-06
3431,Marketing,Non-compliance,Low,2022-04-03
3432,Operations,Non-compliance,High,2022-01-19
3433,Finance,Non-compliance,High,2022-01-17
3434,Finance,Control Weakness,High,2022-01-08
3435,Marketing,Fraudulent Activity,High,2022-09-15
3436,Marketing,Non-compliance,Low,2022-05-17
3437,Marketing,Fraudulent Activity,High,2022-07-05
3438,IT,Fraudulent Activity,Low,2022-10-29
3439,HR,Fraudulent Activity,High,2022-06-11
3440,Operations,Fraudulent Activity,Medium,2022-05-04
3441,HR,Control Weakness,Low,2022-08-20
3442,Operations,Non-compliance,Medium,2022-07-09
3443,Finance,Control Weakness,High,2022-01-13
3444,IT,Fraudulent Activity,Medium,2022-03-31
3445,IT,Non-compliance,Low,2022-07-27
3446,IT,Control Weakness,Low,2022-05-17
3447,IT,Non-compliance,High,2022-05-26
3448,Operations,Control Weakness,Medium,2022-07-05
3449,HR,Non-compliance,High,2022-07-30
3450,HR,Control Weakness,Medium,2022-09-25
3451,Marketing,Non-compliance,High,2022-07-10
3452,Marketing,Non-compliance,Low,2022-02-19
3453,Finance,Control Weakness,High,2022-02-20
3454,IT,Control Weakness,High,2022-04-05
3455,HR,Fraudulent Activity,Medium,2022-01-30
3456,Finance,Non-compliance,High,2022-01-13
3457,IT,Fraudulent Activity,High,2022-06-18
3458,IT,Fraudulent Activity,Medium,2022-11-01
3459,Finance,Non-compliance,High,2022-08-01
3460,Finance,Fraudulent Activity,High,2022-03-20
3461,Finance,Fraudulent Activity,High,2022-05-29
3462,Marketing,Control Weakness,Medium,2022-11-07
3463,Operations,Fraudulent Activity,Medium,2022-06-03
3464,Operations,Non-compliance,Medium,2022-02-09
3465,IT,Control Weakness,High,2022-03-29
3466,Operations,Control Weakness,High,2022-07-03
3467,Operations,Fraudulent Activity,Medium,2022-03-14
3468,IT,Fraudulent Activity,Medium,2022-04-11
3469,HR,Control Weakness,Low,2022-08-19
3470,Marketing,Control Weakness,High,2022-02-25
3471,HR,Fraudulent Activity,Low,2022-03-25
3472,Marketing,Control Weakness,High,2022-08-16
3473,IT,Control Weakness,Low,2022-02-26
3474,Operations,Non-compliance,Medium,2022-11-02
3475,Finance,Fraudulent Activity,Low,2022-02-05
3476,Operations,Fraudulent Activity,High,2022-01-13
3477,Marketing,Non-compliance,Low,2022-08-27
3478,Operations,Fraudulent Activity,Medium,2022-02-09
3479,Marketing,Fraudulent Activity,Medium,2022-11-18
3480,Operations,Control Weakness,Medium,2022-03-28
3481,HR,Fraudulent Activity,High,2022-08-28
3482,Operations,Control Weakness,Medium,2022-06-14
3483,Marketing,Fraudulent Activity,High,2022-10-20
3484,Marketing,Non-compliance,Medium,2022-07-31
3485,HR,Non-compliance,Medium,2022-04-06
3486,Finance,Fraudulent Activity,Low,2022-08-16
3487,Marketing,Control Weakness,Medium,2022-01-26
3488,Marketing,Fraudulent Activity,Low,2022-07-21
3489,Finance,Control Weakness,High,2022-05-18
3490,HR,Control Weakness,Medium,2022-05-15
3491,IT,Control Weakness,Medium,2022-08-27
3492,Operations,Control Weakness,Low,2022-12-31
3493,Finance,Fraudulent Activity,High,2022-06-13
3494,Finance,Control Weakness,Low,2022-12-09
3495,Operations,Non-compliance,High,2022-12-02
3496,HR,Non-compliance,Medium,2022-12-30
3497,HR,Fraudulent Activity,Low,2022-01-08
3498,Operations,Non-compliance,High,2022-01-29
3499,Finance,Fraudulent Activity,Medium,2022-02-24
3500,IT,Fraudulent Activity,High,2022-01-31
3501,HR,Fraudulent Activity,Medium,2022-12-01
3502,HR,Control Weakness,High,2022-03-06
3503,Operations,Non-compliance,Low,2022-05-16
3504,IT,Fraudulent Activity,Medium,2022-06-18
3505,Operations,Control Weakness,High,2022-04-05
3506,Finance,Control Weakness,Medium,2022-07-16
3507,Finance,Control Weakness,Medium,2022-12-03
3508,Finance,Non-compliance,Medium,2022-05-24
3509,Finance,Non-compliance,Low,2022-01-03
3510,Marketing,Control Weakness,High,2022-03-02
3511,IT,Control Weakness,Low,2022-07-08
3512,Finance,Fraudulent Activity,Low,2022-11-06
3513,IT,Control Weakness,Low,2022-07-07
3514,Finance,Control Weakness,High,2022-03-04
3515,IT,Fraudulent Activity,Low,2022-10-15
3516,HR,Fraudulent Activity,Medium,2022-09-09
3517,Finance,Fraudulent Activity,Low,2022-04-24
3518,IT,Control Weakness,Medium,2022-03-17
3519,Operations,Non-compliance,Medium,2022-03-27
3520,HR,Fraudulent Activity,Low,2022-05-29
3521,Finance,Control Weakness,Low,2022-07-18
3522,Marketing,Non-compliance,High,2022-12-08
3523,HR,Fraudulent Activity,High,2022-12-19
3524,IT,Control Weakness,Low,2022-08-21
3525,Marketing,Control Weakness,Low,2022-03-10
3526,HR,Non-compliance,Low,2022-08-01
3527,HR,Control Weakness,Medium,2022-05-25
3528,HR,Non-compliance,Medium,2022-10-17
3529,IT,Fraudulent Activity,Medium,2022-11-28
3530,HR,Fraudulent Activity,Low,2022-12-14
3531,HR,Non-compliance,Medium,2022-04-01
3532,Marketing,Control Weakness,High,2022-04-26
3533,HR,Fraudulent Activity,High,2022-03-20
3534,IT,Non-compliance,High,2022-09-25
3535,Marketing,Non-compliance,Medium,2022-06-30
3536,HR,Control Weakness,Medium,2022-09-15
3537,Operations,Non-compliance,High,2022-08-12
3538,HR,Non-compliance,High,2022-12-12
3539,IT,Non-compliance,High,2022-12-16
3540,Marketing,Non-compliance,High,2022-04-14
3541,Marketing,Fraudulent Activity,High,2022-11-16
3542,Finance,Control Weakness,Medium,2022-12-15
3543,Operations,Fraudulent Activity,Low,2022-11-21
3544,Operations,Non-compliance,Medium,2022-02-01
3545,IT,Non-compliance,Low,2022-09-20
3546,IT,Non-compliance,High,2022-05-24
3547,IT,Non-compliance,Medium,2022-08-12
3548,Operations,Fraudulent Activity,Medium,2022-11-01
3549,Operations,Control Weakness,Low,2022-08-18
3550,Finance,Fraudulent Activity,High,2022-01-23
3551,Finance,Control Weakness,High,2022-08-02
3552,Finance,Non-compliance,Low,2022-11-18
3553,Operations,Control Weakness,High,2022-08-06
3554,HR,Fraudulent Activity,High,2022-02-25
3555,HR,Control Weakness,Low,2022-12-31
3556,IT,Fraudulent Activity,High,2022-02-26
3557,Operations,Control Weakness,Low,2022-08-09
3558,Operations,Non-compliance,Low,2022-05-02
3559,IT,Non-compliance,Low,2022-08-22
3560,IT,Control Weakness,Medium,2022-12-29
3561,IT,Non-compliance,Medium,2022-01-23
3562,Operations,Non-compliance,Medium,2022-05-20
3563,HR,Control Weakness,Medium,2022-01-24
3564,HR,Non-compliance,High,2022-05-14
3565,IT,Non-compliance,Medium,2022-10-14
3566,HR,Control Weakness,Medium,2022-11-29
3567,Operations,Fraudulent Activity,Low,2022-10-26
3568,Operations,Non-compliance,Medium,2022-07-24
3569,Finance,Fraudulent Activity,Low,2022-01-18
3570,Operations,Fraudulent Activity,Medium,2022-05-05
3571,Finance,Control Weakness,Medium,2022-10-21
3572,Marketing,Non-compliance,Low,2022-06-22
3573,HR,Control Weakness,Low,2022-12-12
3574,Finance,Control Weakness,Low,2022-09-18
3575,Marketing,Non-compliance,Medium,2022-08-24
3576,HR,Non-compliance,High,2022-12-30
3577,Finance,Non-compliance,Medium,2022-07-18
3578,Marketing,Control Weakness,Low,2022-08-05
3579,Finance,Fraudulent Activity,Low,2022-08-08
3580,HR,Non-compliance,Medium,2022-02-13
3581,Operations,Control Weakness,Low,2022-02-23
3582,Marketing,Non-compliance,Low,2022-03-30
3583,Operations,Control Weakness,Medium,2022-07-29
3584,Marketing,Fraudulent Activity,High,2022-05-19
3585,Finance,Control Weakness,Low,2022-04-05
3586,HR,Non-compliance,High,2022-01-23
3587,IT,Non-compliance,High,2022-07-26
3588,Operations,Non-compliance,Low,2022-12-22
3589,Operations,Control Weakness,High,2022-02-27
3590,Operations,Non-compliance,High,2022-09-28
3591,Marketing,Non-compliance,High,2022-11-06
3592,HR,Control Weakness,Low,2022-07-19
3593,Operations,Non-compliance,Medium,2022-07-27
3594,Marketing,Control Weakness,Low,2022-04-07
3595,Finance,Non-compliance,High,2022-04-24
3596,Finance,Non-compliance,High,2022-06-12
3597,Finance,Non-compliance,High,2022-08-20
3598,Finance,Fraudulent Activity,Low,2022-03-08
3599,Marketing,Control Weakness,Medium,2022-12-08
3600,HR,Non-compliance,Low,2022-07-08
3601,Marketing,Control Weakness,Medium,2022-10-14
3602,Operations,Non-compliance,Medium,2022-04-29
3603,HR,Control Weakness,High,2022-11-13
3604,Operations,Control Weakness,Medium,2022-04-19
3605,IT,Non-compliance,Medium,2022-08-17
3606,IT,Control Weakness,High,2022-10-05
3607,Finance,Control Weakness,Medium,2022-02-09
3608,Marketing,Non-compliance,High,2022-09-11
3609,Finance,Non-compliance,Medium,2022-09-08
3610,Operations,Fraudulent Activity,Low,2022-03-26
3611,IT,Control Weakness,High,2022-09-20
3612,IT,Non-compliance,Low,2022-11-12
3613,HR,Fraudulent Activity,High,2022-05-25
3614,Operations,Non-compliance,High,2022-10-01
3615,IT,Non-compliance,Medium,2022-11-09
3616,Marketing,Fraudulent Activity,Medium,2022-03-17
3617,Finance,Non-compliance,Medium,2022-12-22
3618,HR,Non-compliance,Medium,2022-07-14
3619,HR,Non-compliance,Low,2022-07-20
3620,Marketing,Control Weakness,High,2022-10-23
3621,IT,Control Weakness,Low,2022-11-12
3622,Operations,Non-compliance,High,2022-01-12
3623,HR,Non-compliance,Low,2022-12-11
3624,IT,Non-compliance,High,2022-09-13
3625,Marketing,Non-compliance,Low,2022-07-04
3626,Marketing,Control Weakness,Low,2022-01-05
3627,IT,Non-compliance,Low,2022-07-30
3628,IT,Fraudulent Activity,Medium,2022-12-05
3629,Marketing,Fraudulent Activity,Medium,2022-06-14
3630,Operations,Control Weakness,High,2022-03-22
3631,HR,Non-compliance,Medium,2022-10-31
3632,HR,Non-compliance,Medium,2022-08-05
3633,Marketing,Fraudulent Activity,Medium,2022-07-25
3634,Marketing,Non-compliance,Low,2022-01-10
3635,Operations,Fraudulent Activity,Medium,2022-05-21
3636,Operations,Control Weakness,High,2022-02-04
3637,HR,Fraudulent Activity,Low,2022-01-18
3638,HR,Fraudulent Activity,High,2022-06-29
3639,Finance,Non-compliance,Medium,2022-08-22
3640,IT,Fraudulent Activity,Low,2022-07-12
3641,HR,Control Weakness,Low,2022-11-09
3642,IT,Fraudulent Activity,Low,2022-01-08
3643,Finance,Control Weakness,Low,2022-08-07
3644,IT,Fraudulent Activity,Low,2022-03-16
3645,Operations,Fraudulent Activity,High,2022-07-23
3646,Operations,Control Weakness,Low,2022-04-05
3647,Finance,Fraudulent Activity,Low,2022-03-06
3648,Marketing,Fraudulent Activity,High,2022-04-13
3649,HR,Control Weakness,Medium,2022-04-16
3650,HR,Non-compliance,Medium,2022-04-12
3651,IT,Non-compliance,Low,2022-03-16
3652,IT,Non-compliance,Low,2022-11-17
3653,Finance,Fraudulent Activity,Low,2022-02-16
3654,HR,Control Weakness,Medium,2022-08-17
3655,HR,Non-compliance,Medium,2022-08-24
3656,Marketing,Fraudulent Activity,High,2022-07-04
3657,Finance,Control Weakness,High,2022-11-27
3658,Finance,Control Weakness,Medium,2022-03-31
3659,HR,Non-compliance,High,2022-01-30
3660,HR,Fraudulent Activity,Medium,2022-08-14
3661,HR,Control Weakness,High,2022-01-03
3662,Finance,Fraudulent Activity,Medium,2022-05-28
3663,HR,Non-compliance,Medium,2022-09-26
3664,Operations,Non-compliance,Medium,2022-10-18
3665,Finance,Non-compliance,High,2022-11-23
3666,Operations,Control Weakness,Low,2022-11-19
3667,HR,Fraudulent Activity,Medium,2022-02-26
3668,Operations,Non-compliance,Low,2022-11-05
3669,Finance,Fraudulent Activity,High,2022-07-04
3670,Marketing,Control Weakness,Medium,2022-03-16
3671,Finance,Fraudulent Activity,High,2022-10-14
3672,Finance,Control Weakness,Medium,2022-05-22
3673,IT,Fraudulent Activity,Low,2022-03-15
3674,Operations,Fraudulent Activity,High,2022-08-30
3675,IT,Fraudulent Activity,Medium,2022-11-11
